,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
9131,297.6,1463,46.7,85,0,"(297.157, 297.843]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
8315,298.7,1422,40.7,85,0,"(298.529, 299.214]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
9809,298.2,1353,50.3,150,0,"(297.843, 298.529]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
3182,300.1,1443,50.3,196,0,"(299.9, 300.586]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
494,297.6,1326,49.8,199,0,"(297.157, 297.843]","(1286.429, 1348.143]","(49.071, 52.029]","(183.125, 239.75]"
7363,299.5,1412,48.9,56,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
2860,300.6,1463,49.2,235,0,"(300.586, 301.271]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
7929,300.6,1669,29.2,200,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(183.125, 239.75]"
4041,302.0,1539,34.2,13,0,"(301.957, 302.643]","(1533.286, 1595.0]","(31.329, 34.286]","(-43.375, 13.25]"
7178,300.2,1600,31.5,23,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
2897,300.6,1530,40.2,93,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
366,297.6,1552,40.9,90,0,"(297.157, 297.843]","(1533.286, 1595.0]","(40.2, 43.157]","(69.875, 126.5]"
849,296.4,1586,35.5,0,0,"(295.786, 296.471]","(1533.286, 1595.0]","(34.286, 37.243]","(-43.375, 13.25]"
7440,300.0,1655,29.6,30,0,"(299.9, 300.586]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
9454,298.4,1583,35.4,112,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
4301,301.7,1471,51.1,8,0,"(301.271, 301.957]","(1409.857, 1471.571]","(49.071, 52.029]","(-43.375, 13.25]"
2653,299.9,1779,26.1,169,0,"(299.214, 299.9]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
3503,301.7,1493,47.6,145,0,"(301.271, 301.957]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
1541,298.4,2304,15.1,89,0,"(297.843, 298.529]","(2273.857, 2335.571]","(13.586, 16.543]","(69.875, 126.5]"
4165,302.2,1507,40.4,111,0,"(301.957, 302.643]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
8866,297.9,1416,39.6,45,0,"(297.843, 298.529]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
322,297.8,1448,40.0,192,0,"(297.157, 297.843]","(1409.857, 1471.571]","(37.243, 40.2]","(183.125, 239.75]"
2031,298.8,1331,62.8,81,0,"(298.529, 299.214]","(1286.429, 1348.143]","(60.9, 63.857]","(69.875, 126.5]"
813,296.8,1513,40.0,130,0,"(296.471, 297.157]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
8939,297.3,1434,44.8,21,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
9375,297.7,1288,49.5,91,0,"(297.157, 297.843]","(1286.429, 1348.143]","(49.071, 52.029]","(69.875, 126.5]"
1079,297.0,1731,28.5,186,0,"(296.471, 297.157]","(1718.429, 1780.143]","(28.371, 31.329]","(183.125, 239.75]"
2226,299.6,1685,27.8,161,0,"(299.214, 299.9]","(1656.714, 1718.429]","(25.414, 28.371]","(126.5, 183.125]"
9136,297.7,1694,29.1,102,0,"(297.157, 297.843]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
9531,299.2,1458,44.1,91,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
2705,299.7,1326,64.8,71,0,"(299.214, 299.9]","(1286.429, 1348.143]","(63.857, 66.814]","(69.875, 126.5]"
6824,300.9,1740,25.3,164,0,"(300.586, 301.271]","(1718.429, 1780.143]","(22.457, 25.414]","(126.5, 183.125]"
7556,300.3,1471,37.0,114,0,"(299.9, 300.586]","(1409.857, 1471.571]","(34.286, 37.243]","(69.875, 126.5]"
1164,297.1,1754,30.3,206,0,"(296.471, 297.157]","(1718.429, 1780.143]","(28.371, 31.329]","(183.125, 239.75]"
3261,301.3,1469,39.7,179,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(126.5, 183.125]"
4687,303.5,2183,17.0,110,0,"(303.329, 304.014]","(2150.429, 2212.143]","(16.543, 19.5]","(69.875, 126.5]"
1450,299.0,1447,39.9,78,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
3862,302.5,1496,43.8,218,0,"(301.957, 302.643]","(1471.571, 1533.286]","(43.157, 46.114]","(183.125, 239.75]"
6103,300.8,1407,45.1,51,0,"(300.586, 301.271]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
9215,297.9,1681,31.7,94,0,"(297.843, 298.529]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
7120,300.9,2288,16.1,85,0,"(300.586, 301.271]","(2273.857, 2335.571]","(13.586, 16.543]","(69.875, 126.5]"
6398,300.1,1351,58.2,155,0,"(299.9, 300.586]","(1348.143, 1409.857]","(57.943, 60.9]","(126.5, 183.125]"
9588,299.3,1510,45.5,27,0,"(299.214, 299.9]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
6214,300.9,1392,44.2,97,0,"(300.586, 301.271]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
9645,299.4,1749,28.1,179,0,"(299.214, 299.9]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
5336,303.2,1663,33.7,71,0,"(302.643, 303.329]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
4056,301.9,1597,36.9,50,0,"(301.271, 301.957]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
9511,299.1,1449,40.7,40,0,"(298.529, 299.214]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
2999,300.5,1395,61.0,157,0,"(299.9, 300.586]","(1348.143, 1409.857]","(60.9, 63.857]","(126.5, 183.125]"
9024,297.4,1366,45.5,11,0,"(297.157, 297.843]","(1348.143, 1409.857]","(43.157, 46.114]","(-43.375, 13.25]"
1231,297.2,1604,40.7,158,0,"(297.157, 297.843]","(1595.0, 1656.714]","(40.2, 43.157]","(126.5, 183.125]"
1514,298.1,1628,37.6,12,0,"(297.843, 298.529]","(1595.0, 1656.714]","(37.243, 40.2]","(-43.375, 13.25]"
2313,299.1,1725,26.6,172,0,"(298.529, 299.214]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
1451,298.9,1831,25.4,81,0,"(298.529, 299.214]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
5267,303.5,1438,42.8,106,0,"(303.329, 304.014]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
6131,301.0,1640,37.6,118,0,"(300.586, 301.271]","(1595.0, 1656.714]","(37.243, 40.2]","(69.875, 126.5]"
8531,298.6,1449,46.5,26,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
6464,300.5,1735,27.0,107,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(69.875, 126.5]"
838,296.6,1406,41.5,189,0,"(296.471, 297.157]","(1348.143, 1409.857]","(40.2, 43.157]","(183.125, 239.75]"
9915,298.5,1662,28.3,15,0,"(297.843, 298.529]","(1656.714, 1718.429]","(25.414, 28.371]","(13.25, 69.875]"
8261,299.2,1434,48.4,153,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
6414,300.4,1457,35.1,193,0,"(299.9, 300.586]","(1409.857, 1471.571]","(34.286, 37.243]","(183.125, 239.75]"
8504,298.4,1419,41.3,159,0,"(297.843, 298.529]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
3567,301.8,1548,34.1,93,0,"(301.271, 301.957]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
9264,298.3,1526,36.9,20,0,"(297.843, 298.529]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
3087,300.0,1474,45.2,152,0,"(299.9, 300.586]","(1471.571, 1533.286]","(43.157, 46.114]","(126.5, 183.125]"
8643,297.5,1448,54.3,83,0,"(297.157, 297.843]","(1409.857, 1471.571]","(52.029, 54.986]","(69.875, 126.5]"
1714,298.2,1388,48.6,76,0,"(297.843, 298.529]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
339,297.5,1713,32.2,17,0,"(297.157, 297.843]","(1656.714, 1718.429]","(31.329, 34.286]","(13.25, 69.875]"
9563,299.8,1763,25.5,171,0,"(299.214, 299.9]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
5942,300.7,1450,43.4,80,0,"(300.586, 301.271]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
9869,298.9,1590,31.3,98,0,"(298.529, 299.214]","(1533.286, 1595.0]","(28.371, 31.329]","(69.875, 126.5]"
8102,300.3,1413,46.0,182,0,"(299.9, 300.586]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
8488,298.4,1385,43.2,119,0,"(297.843, 298.529]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
588,297.6,1628,33.4,229,0,"(297.157, 297.843]","(1595.0, 1656.714]","(31.329, 34.286]","(183.125, 239.75]"
3365,301.4,1630,30.3,2,0,"(301.271, 301.957]","(1595.0, 1656.714]","(28.371, 31.329]","(-43.375, 13.25]"
2670,299.8,1467,46.2,219,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
3589,301.7,2465,13.7,149,0,"(301.271, 301.957]","(2459.0, 2520.714]","(13.586, 16.543]","(126.5, 183.125]"
34,298.8,1559,34.7,95,0,"(298.529, 299.214]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
28,299.1,1439,44.2,82,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
8553,298.1,1661,38.2,82,0,"(297.843, 298.529]","(1656.714, 1718.429]","(37.243, 40.2]","(69.875, 126.5]"
8117,300.3,1406,47.5,14,0,"(299.9, 300.586]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
2170,299.4,1500,43.3,10,0,"(299.214, 299.9]","(1471.571, 1533.286]","(43.157, 46.114]","(-43.375, 13.25]"
8377,298.8,1336,50.3,44,0,"(298.529, 299.214]","(1286.429, 1348.143]","(49.071, 52.029]","(13.25, 69.875]"
5620,303.0,1533,38.5,134,0,"(302.643, 303.329]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
889,295.6,1389,46.2,113,0,"(295.1, 295.786]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
6489,300.7,1490,38.8,173,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
3322,301.5,1351,52.9,116,0,"(301.271, 301.957]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
9396,297.8,1498,47.3,160,0,"(297.157, 297.843]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
3514,301.9,1430,49.8,174,0,"(301.271, 301.957]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
4420,302.6,1873,21.3,87,0,"(301.957, 302.643]","(1841.857, 1903.571]","(19.5, 22.457]","(69.875, 126.5]"
8351,298.7,1686,26.2,189,0,"(298.529, 299.214]","(1656.714, 1718.429]","(25.414, 28.371]","(183.125, 239.75]"
5361,303.3,1643,30.7,142,0,"(302.643, 303.329]","(1595.0, 1656.714]","(28.371, 31.329]","(126.5, 183.125]"
3733,302.2,1470,39.6,97,0,"(301.957, 302.643]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
9463,298.5,1552,36.8,133,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
7081,300.7,1366,52.6,205,0,"(300.586, 301.271]","(1348.143, 1409.857]","(52.029, 54.986]","(183.125, 239.75]"
1654,298.2,1379,62.3,149,0,"(297.843, 298.529]","(1348.143, 1409.857]","(60.9, 63.857]","(126.5, 183.125]"
5032,304.0,1694,31.4,116,0,"(303.329, 304.014]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
223,298.4,1569,34.4,160,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
8625,297.4,1632,33.5,39,0,"(297.157, 297.843]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
6194,300.9,1571,39.9,51,0,"(300.586, 301.271]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
1590,298.2,1497,37.7,207,0,"(297.843, 298.529]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
5982,300.7,1486,37.1,186,0,"(300.586, 301.271]","(1471.571, 1533.286]","(34.286, 37.243]","(183.125, 239.75]"
3256,301.1,1519,39.6,167,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
6680,301.5,1417,49.7,5,0,"(301.271, 301.957]","(1409.857, 1471.571]","(49.071, 52.029]","(-43.375, 13.25]"
4770,303.5,1344,49.3,93,1,"(303.329, 304.014]","(1286.429, 1348.143]","(49.071, 52.029]","(69.875, 126.5]"
2181,299.5,1548,44.3,40,0,"(299.214, 299.9]","(1533.286, 1595.0]","(43.157, 46.114]","(13.25, 69.875]"
6803,301.1,1367,43.4,111,0,"(300.586, 301.271]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
4913,303.5,1593,35.2,29,0,"(303.329, 304.014]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
6786,301.2,1409,50.9,66,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
4789,303.8,1646,35.8,143,0,"(303.329, 304.014]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
1209,297.0,2540,13.3,98,0,"(296.471, 297.157]","(2520.714, 2582.429]","(10.629, 13.586]","(69.875, 126.5]"
421,297.3,1657,31.1,8,0,"(297.157, 297.843]","(1656.714, 1718.429]","(28.371, 31.329]","(-43.375, 13.25]"
8740,297.4,1573,33.9,123,0,"(297.157, 297.843]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
1706,298.2,1521,42.9,60,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
1158,297.0,1436,47.7,191,0,"(296.471, 297.157]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
2306,299.1,1260,57.8,152,0,"(298.529, 299.214]","(1224.714, 1286.429]","(54.986, 57.943]","(126.5, 183.125]"
273,298.1,1426,46.0,61,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
171,298.2,1462,50.8,27,0,"(297.843, 298.529]","(1409.857, 1471.571]","(49.071, 52.029]","(13.25, 69.875]"
3956,302.3,1500,40.2,30,0,"(301.957, 302.643]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
6696,301.7,1636,31.3,42,0,"(301.271, 301.957]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
3188,300.1,1438,51.0,211,0,"(299.9, 300.586]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
8132,299.9,1389,50.0,55,0,"(299.214, 299.9]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
4808,303.5,1404,48.6,193,0,"(303.329, 304.014]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
8083,300.1,1438,42.2,139,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
1564,298.0,2090,19.0,143,0,"(297.843, 298.529]","(2088.714, 2150.429]","(16.543, 19.5]","(126.5, 183.125]"
1782,298.4,1571,37.4,50,0,"(297.843, 298.529]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
843,296.6,1485,42.7,204,0,"(296.471, 297.157]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
9345,298.2,1442,47.0,18,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
4461,302.7,1642,30.8,195,0,"(302.643, 303.329]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
904,295.7,1458,49.8,151,0,"(295.1, 295.786]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
5911,300.8,1288,64.0,3,0,"(300.586, 301.271]","(1286.429, 1348.143]","(63.857, 66.814]","(-43.375, 13.25]"
9950,298.1,1413,54.1,113,0,"(297.843, 298.529]","(1409.857, 1471.571]","(52.029, 54.986]","(69.875, 126.5]"
9297,298.1,1479,43.4,105,0,"(297.843, 298.529]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
1547,298.3,1348,55.5,102,0,"(297.843, 298.529]","(1286.429, 1348.143]","(54.986, 57.943]","(69.875, 126.5]"
2080,299.3,2280,15.4,207,0,"(299.214, 299.9]","(2273.857, 2335.571]","(13.586, 16.543]","(183.125, 239.75]"
9881,298.8,1493,38.5,132,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
3985,302.3,1386,50.3,110,0,"(301.957, 302.643]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
6389,300.3,1677,30.1,130,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
7579,300.4,1436,56.8,173,0,"(299.9, 300.586]","(1409.857, 1471.571]","(54.986, 57.943]","(126.5, 183.125]"
9245,298.3,1708,27.3,170,0,"(297.843, 298.529]","(1656.714, 1718.429]","(25.414, 28.371]","(126.5, 183.125]"
6567,301.3,1499,36.1,163,0,"(301.271, 301.957]","(1471.571, 1533.286]","(34.286, 37.243]","(126.5, 183.125]"
8206,299.3,1483,43.5,15,0,"(299.214, 299.9]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
3820,302.3,1421,41.4,102,0,"(301.957, 302.643]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
2646,299.8,1453,43.2,153,0,"(299.214, 299.9]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
4454,302.4,1401,48.8,177,0,"(301.957, 302.643]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
7159,300.1,1511,41.7,186,0,"(299.9, 300.586]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
8221,299.1,1428,43.0,53,0,"(298.529, 299.214]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
8596,297.5,1327,56.5,189,0,"(297.157, 297.843]","(1286.429, 1348.143]","(54.986, 57.943]","(183.125, 239.75]"
9589,299.2,1472,43.3,32,0,"(298.529, 299.214]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
6071,300.9,1452,43.6,185,0,"(300.586, 301.271]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
2155,299.3,1341,47.7,199,0,"(299.214, 299.9]","(1286.429, 1348.143]","(46.114, 49.071]","(183.125, 239.75]"
6712,301.4,1516,36.4,83,0,"(301.271, 301.957]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
3715,302.4,1475,45.2,46,0,"(301.957, 302.643]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
4057,302.0,1495,38.6,52,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
5952,300.7,1563,33.8,104,0,"(300.586, 301.271]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
3102,299.9,1412,48.3,198,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
558,297.5,1650,34.6,142,0,"(297.157, 297.843]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
4610,303.1,1394,45.3,144,0,"(302.643, 303.329]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
6978,300.7,1427,50.3,137,0,"(300.586, 301.271]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
1436,298.8,1510,44.2,35,0,"(298.529, 299.214]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
507,297.8,1445,48.2,10,0,"(297.157, 297.843]","(1409.857, 1471.571]","(46.114, 49.071]","(-43.375, 13.25]"
1869,298.3,1630,32.7,83,0,"(297.843, 298.529]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
755,296.8,1492,43.7,222,0,"(296.471, 297.157]","(1471.571, 1533.286]","(43.157, 46.114]","(183.125, 239.75]"
5419,302.6,1321,53.4,42,0,"(301.957, 302.643]","(1286.429, 1348.143]","(52.029, 54.986]","(13.25, 69.875]"
4050,301.8,1456,46.6,35,0,"(301.271, 301.957]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
8089,300.1,1676,30.3,151,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
3836,302.4,1466,43.9,152,0,"(301.957, 302.643]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
2118,299.3,1429,43.0,96,0,"(299.214, 299.9]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
6152,301.1,1592,35.7,174,0,"(300.586, 301.271]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
7808,299.9,1627,36.7,118,0,"(299.214, 299.9]","(1595.0, 1656.714]","(34.286, 37.243]","(69.875, 126.5]"
501,297.6,1464,46.2,218,0,"(297.157, 297.843]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
6259,301.2,1396,47.4,5,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(-43.375, 13.25]"
9743,298.9,1562,42.5,179,0,"(298.529, 299.214]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
1539,298.5,1449,46.4,83,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
6141,300.8,1486,45.7,146,0,"(300.586, 301.271]","(1471.571, 1533.286]","(43.157, 46.114]","(126.5, 183.125]"
1211,296.9,1416,46.9,105,0,"(296.471, 297.157]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
9122,297.4,1580,41.2,66,0,"(297.157, 297.843]","(1533.286, 1595.0]","(40.2, 43.157]","(13.25, 69.875]"
672,297.6,1433,43.2,206,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
3377,301.5,1591,29.6,33,0,"(301.271, 301.957]","(1533.286, 1595.0]","(28.371, 31.329]","(13.25, 69.875]"
8783,297.6,1254,45.8,31,0,"(297.157, 297.843]","(1224.714, 1286.429]","(43.157, 46.114]","(13.25, 69.875]"
1464,298.8,1412,46.3,107,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
1192,297.2,1431,43.7,46,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
6984,300.7,1706,25.0,153,0,"(300.586, 301.271]","(1656.714, 1718.429]","(22.457, 25.414]","(126.5, 183.125]"
1872,298.3,1326,58.4,90,0,"(297.843, 298.529]","(1286.429, 1348.143]","(57.943, 60.9]","(69.875, 126.5]"
3590,301.8,1403,46.8,151,0,"(301.271, 301.957]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
6726,301.5,1500,41.0,118,0,"(301.271, 301.957]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
505,297.6,1610,35.0,6,0,"(297.157, 297.843]","(1595.0, 1656.714]","(34.286, 37.243]","(-43.375, 13.25]"
8118,300.3,1548,33.0,16,0,"(299.9, 300.586]","(1533.286, 1595.0]","(31.329, 34.286]","(13.25, 69.875]"
506,297.6,1543,34.3,8,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(-43.375, 13.25]"
9449,298.1,1434,41.8,93,0,"(297.843, 298.529]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
7131,300.5,1410,44.4,111,0,"(299.9, 300.586]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
4807,303.5,1503,36.5,191,0,"(303.329, 304.014]","(1471.571, 1533.286]","(34.286, 37.243]","(183.125, 239.75]"
7303,300.1,1374,45.4,119,0,"(299.9, 300.586]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
1773,298.5,1384,59.5,27,0,"(297.843, 298.529]","(1348.143, 1409.857]","(57.943, 60.9]","(13.25, 69.875]"
6854,301.0,1511,42.9,26,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
4906,303.6,1436,45.6,9,0,"(303.329, 304.014]","(1409.857, 1471.571]","(43.157, 46.114]","(-43.375, 13.25]"
797,296.8,1565,40.1,89,0,"(296.471, 297.157]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
8785,297.5,1694,27.1,36,0,"(297.157, 297.843]","(1656.714, 1718.429]","(25.414, 28.371]","(13.25, 69.875]"
7070,300.7,1333,61.0,177,0,"(300.586, 301.271]","(1286.429, 1348.143]","(60.9, 63.857]","(126.5, 183.125]"
2829,300.3,1612,36.0,158,0,"(299.9, 300.586]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
9319,298.5,1911,21.5,164,0,"(297.843, 298.529]","(1903.571, 1965.286]","(19.5, 22.457]","(126.5, 183.125]"
8737,297.3,1556,36.7,114,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
312,297.9,1468,36.0,168,0,"(297.843, 298.529]","(1409.857, 1471.571]","(34.286, 37.243]","(126.5, 183.125]"
746,296.8,1289,62.0,199,1,"(296.471, 297.157]","(1286.429, 1348.143]","(60.9, 63.857]","(183.125, 239.75]"
3569,301.8,1552,35.9,97,0,"(301.271, 301.957]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
790,296.8,1420,45.4,70,0,"(296.471, 297.157]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
2476,298.9,1449,42.4,149,0,"(298.529, 299.214]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
9325,298.6,1510,40.8,177,0,"(298.529, 299.214]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
2570,299.6,1713,26.5,167,0,"(299.214, 299.9]","(1656.714, 1718.429]","(25.414, 28.371]","(126.5, 183.125]"
5286,303.8,1422,42.4,152,0,"(303.329, 304.014]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
