,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
7039,300.6,1519,37.0,91,0,"(300.317, 300.735]","(1501.087, 1538.652]","(36.6, 38.4]","(87.109, 96.957]"
4922,303.4,1615,35.7,56,0,"(303.239, 303.657]","(1613.783, 1651.348]","(34.8, 36.6]","(47.717, 57.565]"
9673,299.0,1593,35.4,5,0,"(298.648, 299.065]","(1576.217, 1613.783]","(34.8, 36.6]","(-1.522, 8.326]"
7950,300.8,1568,36.0,23,0,"(300.735, 301.152]","(1538.652, 1576.217]","(34.8, 36.6]","(18.174, 28.022]"
6125,300.9,1995,20.2,105,0,"(300.735, 301.152]","(1989.435, 2027.0]","(18.6, 20.4]","(96.957, 106.804]"
4756,303.4,1991,19.0,53,0,"(303.239, 303.657]","(1989.435, 2027.0]","(18.6, 20.4]","(47.717, 57.565]"
5074,304.1,1666,34.6,33,0,"(304.074, 304.491]","(1651.348, 1688.913]","(33.0, 34.8]","(28.022, 37.87]"
90,298.9,1753,25.8,33,0,"(298.648, 299.065]","(1726.478, 1764.043]","(24.0, 25.8]","(28.022, 37.87]"
5974,300.5,1488,39.4,159,0,"(300.317, 300.735]","(1463.522, 1501.087]","(38.4, 40.2]","(156.043, 165.891]"
6418,300.3,1405,52.1,205,0,"(299.9, 300.317]","(1388.391, 1425.957]","(51.0, 52.8]","(195.435, 205.283]"
8640,297.6,1383,47.5,75,0,"(297.396, 297.813]","(1350.826, 1388.391]","(47.4, 49.2]","(67.413, 77.261]"
8690,297.1,1323,44.4,207,1,"(296.978, 297.396]","(1313.261, 1350.826]","(43.8, 45.6]","(205.283, 215.13]"
2117,299.4,1762,29.3,91,0,"(299.065, 299.483]","(1726.478, 1764.043]","(27.6, 29.4]","(87.109, 96.957]"
2937,300.7,1810,26.0,195,0,"(300.317, 300.735]","(1801.609, 1839.174]","(25.8, 27.6]","(185.587, 195.435]"
6842,301.2,1635,29.6,211,0,"(301.152, 301.57]","(1613.783, 1651.348]","(29.4, 31.2]","(205.283, 215.13]"
983,296.2,1526,34.9,140,0,"(296.143, 296.561]","(1501.087, 1538.652]","(34.8, 36.6]","(136.348, 146.196]"
7260,300.4,2424,14.5,12,0,"(300.317, 300.735]","(2402.652, 2440.217]","(13.2, 15.0]","(8.326, 18.174]"
9985,298.7,1572,35.6,202,0,"(298.648, 299.065]","(1538.652, 1576.217]","(34.8, 36.6]","(195.435, 205.283]"
2925,300.7,1388,51.1,160,0,"(300.317, 300.735]","(1350.826, 1388.391]","(51.0, 52.8]","(156.043, 165.891]"
6061,301.1,1618,29.5,160,0,"(300.735, 301.152]","(1613.783, 1651.348]","(29.4, 31.2]","(156.043, 165.891]"
3214,300.4,1396,51.2,54,0,"(300.317, 300.735]","(1388.391, 1425.957]","(51.0, 52.8]","(47.717, 57.565]"
6447,300.6,1337,45.8,62,0,"(300.317, 300.735]","(1313.261, 1350.826]","(45.6, 47.4]","(57.565, 67.413]"
6779,301.3,1372,54.2,49,0,"(301.152, 301.57]","(1350.826, 1388.391]","(52.8, 54.6]","(47.717, 57.565]"
7038,300.7,1654,34.2,89,0,"(300.317, 300.735]","(1651.348, 1688.913]","(33.0, 34.8]","(87.109, 96.957]"
5663,302.3,1530,42.3,21,0,"(301.987, 302.404]","(1501.087, 1538.652]","(42.0, 43.8]","(18.174, 28.022]"
627,298.4,1455,42.2,94,0,"(298.23, 298.648]","(1425.957, 1463.522]","(42.0, 43.8]","(87.109, 96.957]"
8008,300.8,1414,41.1,171,0,"(300.735, 301.152]","(1388.391, 1425.957]","(40.2, 42.0]","(165.891, 175.739]"
5125,304.3,1416,48.1,167,0,"(304.074, 304.491]","(1388.391, 1425.957]","(47.4, 49.2]","(165.891, 175.739]"
4765,303.7,1892,22.5,79,0,"(303.657, 304.074]","(1876.739, 1914.304]","(22.2, 24.0]","(77.261, 87.109]"
8143,299.7,1477,40.4,83,0,"(299.483, 299.9]","(1463.522, 1501.087]","(40.2, 42.0]","(77.261, 87.109]"
9594,299.1,1727,28.7,43,0,"(299.065, 299.483]","(1726.478, 1764.043]","(27.6, 29.4]","(37.87, 47.717]"
1269,298.1,1467,41.8,48,0,"(297.813, 298.23]","(1463.522, 1501.087]","(40.2, 42.0]","(47.717, 57.565]"
128,299.0,1587,38.6,124,0,"(298.648, 299.065]","(1576.217, 1613.783]","(38.4, 40.2]","(116.652, 126.5]"
6112,300.7,1925,22.0,74,0,"(300.317, 300.735]","(1914.304, 1951.87]","(20.4, 22.2]","(67.413, 77.261]"
1711,298.2,1355,51.3,70,0,"(297.813, 298.23]","(1350.826, 1388.391]","(51.0, 52.8]","(67.413, 77.261]"
7862,300.5,1382,54.1,27,0,"(300.317, 300.735]","(1350.826, 1388.391]","(52.8, 54.6]","(18.174, 28.022]"
4235,302.2,1438,41.4,66,0,"(301.987, 302.404]","(1425.957, 1463.522]","(40.2, 42.0]","(57.565, 67.413]"
5192,303.9,1310,62.9,130,0,"(303.657, 304.074]","(1275.696, 1313.261]","(61.8, 63.6]","(126.5, 136.348]"
2398,299.2,1490,43.2,158,0,"(299.065, 299.483]","(1463.522, 1501.087]","(42.0, 43.8]","(156.043, 165.891]"
5434,302.9,1629,30.4,74,0,"(302.822, 303.239]","(1613.783, 1651.348]","(29.4, 31.2]","(67.413, 77.261]"
6057,300.8,1689,32.9,151,0,"(300.735, 301.152]","(1688.913, 1726.478]","(31.2, 33.0]","(146.196, 156.043]"
9318,298.5,1364,44.5,162,0,"(298.23, 298.648]","(1350.826, 1388.391]","(43.8, 45.6]","(156.043, 165.891]"
1186,297.3,1417,47.8,31,0,"(296.978, 297.396]","(1388.391, 1425.957]","(47.4, 49.2]","(28.022, 37.87]"
6013,300.7,1597,30.5,38,0,"(300.317, 300.735]","(1576.217, 1613.783]","(29.4, 31.2]","(37.87, 47.717]"
9793,298.5,1414,46.7,102,0,"(298.23, 298.648]","(1388.391, 1425.957]","(45.6, 47.4]","(96.957, 106.804]"
6014,300.8,1618,32.8,40,0,"(300.735, 301.152]","(1613.783, 1651.348]","(31.2, 33.0]","(37.87, 47.717]"
1977,298.1,1633,30.7,145,0,"(297.813, 298.23]","(1613.783, 1651.348]","(29.4, 31.2]","(136.348, 146.196]"
9887,298.8,1368,44.7,147,0,"(298.648, 299.065]","(1350.826, 1388.391]","(43.8, 45.6]","(146.196, 156.043]"
4247,302.6,1369,60.0,93,1,"(302.404, 302.822]","(1350.826, 1388.391]","(60.0, 61.8]","(87.109, 96.957]"
7672,300.5,2141,17.2,196,0,"(300.317, 300.735]","(2139.696, 2177.261]","(16.8, 18.6]","(195.435, 205.283]"
915,295.4,1526,38.2,181,0,"(295.309, 295.726]","(1501.087, 1538.652]","(36.6, 38.4]","(175.739, 185.587]"
1305,298.8,1672,30.4,150,0,"(298.648, 299.065]","(1651.348, 1688.913]","(29.4, 31.2]","(146.196, 156.043]"
5455,303.1,1895,23.5,129,0,"(302.822, 303.239]","(1876.739, 1914.304]","(22.2, 24.0]","(126.5, 136.348]"
3049,300.1,1326,55.9,55,0,"(299.9, 300.317]","(1313.261, 1350.826]","(54.6, 56.4]","(47.717, 57.565]"
9521,298.9,1484,40.4,61,0,"(298.648, 299.065]","(1463.522, 1501.087]","(40.2, 42.0]","(57.565, 67.413]"
1273,298.1,1397,48.2,63,0,"(297.813, 298.23]","(1388.391, 1425.957]","(47.4, 49.2]","(57.565, 67.413]"
8055,300.2,1496,41.1,60,0,"(299.9, 300.317]","(1463.522, 1501.087]","(40.2, 42.0]","(57.565, 67.413]"
2796,300.2,1539,35.3,80,0,"(299.9, 300.317]","(1538.652, 1576.217]","(34.8, 36.6]","(77.261, 87.109]"
1398,299.1,1472,46.6,157,0,"(299.065, 299.483]","(1463.522, 1501.087]","(45.6, 47.4]","(156.043, 165.891]"
3358,301.5,1522,36.6,202,0,"(301.152, 301.57]","(1501.087, 1538.652]","(34.8, 36.6]","(195.435, 205.283]"
183,298.1,1485,40.7,57,0,"(297.813, 298.23]","(1463.522, 1501.087]","(40.2, 42.0]","(47.717, 57.565]"
6867,301.0,1342,50.9,60,0,"(300.735, 301.152]","(1313.261, 1350.826]","(49.2, 51.0]","(57.565, 67.413]"
5695,302.4,1451,42.0,110,0,"(301.987, 302.404]","(1425.957, 1463.522]","(42.0, 43.8]","(106.804, 116.652]"
8835,297.4,1324,53.5,169,0,"(297.396, 297.813]","(1313.261, 1350.826]","(52.8, 54.6]","(165.891, 175.739]"
9626,299.0,1341,58.9,126,0,"(298.648, 299.065]","(1313.261, 1350.826]","(58.2, 60.0]","(116.652, 126.5]"
6170,300.8,1559,40.1,220,0,"(300.735, 301.152]","(1538.652, 1576.217]","(38.4, 40.2]","(215.13, 224.978]"
6987,300.7,2437,13.8,163,0,"(300.317, 300.735]","(2402.652, 2440.217]","(13.2, 15.0]","(156.043, 165.891]"
4567,302.8,1451,44.7,32,0,"(302.404, 302.822]","(1425.957, 1463.522]","(43.8, 45.6]","(28.022, 37.87]"
8955,297.4,1355,55.1,63,0,"(297.396, 297.813]","(1350.826, 1388.391]","(54.6, 56.4]","(57.565, 67.413]"
2656,299.9,1349,51.3,176,0,"(299.9, 300.317]","(1313.261, 1350.826]","(51.0, 52.8]","(175.739, 185.587]"
8309,298.7,1459,40.2,69,0,"(298.648, 299.065]","(1425.957, 1463.522]","(40.2, 42.0]","(67.413, 77.261]"
6857,301.1,1622,35.6,34,0,"(300.735, 301.152]","(1613.783, 1651.348]","(34.8, 36.6]","(28.022, 37.87]"
1961,297.8,1448,51.2,107,0,"(297.396, 297.813]","(1425.957, 1463.522]","(51.0, 52.8]","(106.804, 116.652]"
6383,300.2,1483,43.8,108,0,"(299.9, 300.317]","(1463.522, 1501.087]","(43.8, 45.6]","(106.804, 116.652]"
8853,297.7,1458,41.1,14,0,"(297.396, 297.813]","(1425.957, 1463.522]","(40.2, 42.0]","(8.326, 18.174]"
9973,298.5,1444,40.5,170,0,"(298.23, 298.648]","(1425.957, 1463.522]","(40.2, 42.0]","(165.891, 175.739]"
1251,297.4,1359,48.7,220,0,"(297.396, 297.813]","(1350.826, 1388.391]","(47.4, 49.2]","(215.13, 224.978]"
3176,300.3,1435,45.4,181,0,"(299.9, 300.317]","(1425.957, 1463.522]","(43.8, 45.6]","(175.739, 185.587]"
7760,300.4,1511,33.0,200,0,"(300.317, 300.735]","(1501.087, 1538.652]","(33.0, 34.8]","(195.435, 205.283]"
5013,303.8,1594,35.2,69,0,"(303.657, 304.074]","(1576.217, 1613.783]","(34.8, 36.6]","(67.413, 77.261]"
9705,298.9,1482,41.1,82,0,"(298.648, 299.065]","(1463.522, 1501.087]","(40.2, 42.0]","(77.261, 87.109]"
6539,301.4,1436,54.1,90,0,"(301.152, 301.57]","(1425.957, 1463.522]","(52.8, 54.6]","(87.109, 96.957]"
3289,301.2,1295,56.6,39,0,"(301.152, 301.57]","(1275.696, 1313.261]","(56.4, 58.2]","(37.87, 47.717]"
6448,300.7,1877,24.8,64,0,"(300.317, 300.735]","(1876.739, 1914.304]","(24.0, 25.8]","(57.565, 67.413]"
8726,297.2,1562,33.0,84,0,"(296.978, 297.396]","(1538.652, 1576.217]","(33.0, 34.8]","(77.261, 87.109]"
7611,300.5,1611,32.7,44,0,"(300.317, 300.735]","(1576.217, 1613.783]","(31.2, 33.0]","(37.87, 47.717]"
6275,301.3,1628,32.2,43,0,"(301.152, 301.57]","(1613.783, 1651.348]","(31.2, 33.0]","(37.87, 47.717]"
6887,300.8,1782,26.9,116,0,"(300.735, 301.152]","(1764.043, 1801.609]","(25.8, 27.6]","(106.804, 116.652]"
1051,296.6,1556,37.7,110,0,"(296.561, 296.978]","(1538.652, 1576.217]","(36.6, 38.4]","(106.804, 116.652]"
4069,301.9,1405,47.9,80,0,"(301.57, 301.987]","(1388.391, 1425.957]","(47.4, 49.2]","(77.261, 87.109]"
6022,300.7,1521,39.4,61,0,"(300.317, 300.735]","(1501.087, 1538.652]","(38.4, 40.2]","(57.565, 67.413]"
5552,302.5,1579,35.7,167,0,"(302.404, 302.822]","(1576.217, 1613.783]","(34.8, 36.6]","(165.891, 175.739]"
272,298.1,1484,40.4,59,0,"(297.813, 298.23]","(1463.522, 1501.087]","(40.2, 42.0]","(57.565, 67.413]"
2042,299.1,1397,52.4,112,0,"(299.065, 299.483]","(1388.391, 1425.957]","(51.0, 52.8]","(106.804, 116.652]"
4763,303.7,1443,45.9,74,0,"(303.657, 304.074]","(1425.957, 1463.522]","(45.6, 47.4]","(67.413, 77.261]"
8997,297.1,1609,38.9,166,0,"(296.978, 297.396]","(1576.217, 1613.783]","(38.4, 40.2]","(165.891, 175.739]"
5204,303.7,1989,22.4,166,0,"(303.657, 304.074]","(1951.87, 1989.435]","(22.2, 24.0]","(165.891, 175.739]"
9509,299.2,1502,39.8,34,0,"(299.065, 299.483]","(1501.087, 1538.652]","(38.4, 40.2]","(28.022, 37.87]"
1086,297.0,1455,49.0,204,0,"(296.978, 297.396]","(1425.957, 1463.522]","(47.4, 49.2]","(195.435, 205.283]"
8373,298.7,1362,50.5,34,0,"(298.648, 299.065]","(1350.826, 1388.391]","(49.2, 51.0]","(28.022, 37.87]"
7732,300.6,1430,42.7,130,0,"(300.317, 300.735]","(1425.957, 1463.522]","(42.0, 43.8]","(126.5, 136.348]"
7515,300.4,1335,58.3,9,0,"(300.317, 300.735]","(1313.261, 1350.826]","(58.2, 60.0]","(8.326, 18.174]"
6678,301.5,1336,65.6,0,1,"(301.152, 301.57]","(1313.261, 1350.826]","(65.4, 67.2]","(-1.522, 8.326]"
4322,301.7,1431,44.0,61,0,"(301.57, 301.987]","(1425.957, 1463.522]","(43.8, 45.6]","(57.565, 67.413]"
6946,300.7,1486,46.8,56,0,"(300.317, 300.735]","(1463.522, 1501.087]","(45.6, 47.4]","(47.717, 57.565]"
7747,300.5,1331,55.3,167,0,"(300.317, 300.735]","(1313.261, 1350.826]","(54.6, 56.4]","(165.891, 175.739]"
6772,301.3,1536,39.3,31,0,"(301.152, 301.57]","(1501.087, 1538.652]","(38.4, 40.2]","(28.022, 37.87]"
5518,302.5,2023,19.1,74,0,"(302.404, 302.822]","(1989.435, 2027.0]","(18.6, 20.4]","(67.413, 77.261]"
5117,304.1,1611,31.4,144,0,"(304.074, 304.491]","(1576.217, 1613.783]","(31.2, 33.0]","(136.348, 146.196]"
6179,301.1,1396,45.1,12,0,"(300.735, 301.152]","(1388.391, 1425.957]","(43.8, 45.6]","(8.326, 18.174]"
4709,303.4,1446,50.0,163,0,"(303.239, 303.657]","(1425.957, 1463.522]","(49.2, 51.0]","(156.043, 165.891]"
8121,300.2,1827,27.0,22,0,"(299.9, 300.317]","(1801.609, 1839.174]","(25.8, 27.6]","(18.174, 28.022]"
5969,300.4,1491,35.9,148,0,"(300.317, 300.735]","(1463.522, 1501.087]","(34.8, 36.6]","(146.196, 156.043]"
6784,301.3,1391,52.5,61,0,"(301.152, 301.57]","(1388.391, 1425.957]","(51.0, 52.8]","(57.565, 67.413]"
3478,301.8,1597,30.8,74,0,"(301.57, 301.987]","(1576.217, 1613.783]","(29.4, 31.2]","(67.413, 77.261]"
8414,298.6,1842,20.1,142,0,"(298.23, 298.648]","(1839.174, 1876.739]","(18.6, 20.4]","(136.348, 146.196]"
3924,302.5,1636,35.0,157,0,"(302.404, 302.822]","(1613.783, 1651.348]","(34.8, 36.6]","(156.043, 165.891]"
1748,298.4,1626,31.1,166,0,"(298.23, 298.648]","(1613.783, 1651.348]","(29.4, 31.2]","(165.891, 175.739]"
732,297.2,1924,22.1,163,0,"(296.978, 297.396]","(1914.304, 1951.87]","(20.4, 22.2]","(156.043, 165.891]"
2553,299.3,1473,40.3,125,0,"(299.065, 299.483]","(1463.522, 1501.087]","(40.2, 42.0]","(116.652, 126.5]"
5458,303.1,1514,42.1,138,0,"(302.822, 303.239]","(1501.087, 1538.652]","(42.0, 43.8]","(136.348, 146.196]"
5873,301.5,1396,43.5,112,0,"(301.152, 301.57]","(1388.391, 1425.957]","(42.0, 43.8]","(106.804, 116.652]"
2662,299.9,1483,38.1,193,0,"(299.9, 300.317]","(1463.522, 1501.087]","(36.6, 38.4]","(185.587, 195.435]"
9398,297.7,1526,40.1,165,0,"(297.396, 297.813]","(1501.087, 1538.652]","(38.4, 40.2]","(156.043, 165.891]"
6455,300.7,1565,40.2,81,0,"(300.317, 300.735]","(1538.652, 1576.217]","(40.2, 42.0]","(77.261, 87.109]"
3113,299.9,1345,56.8,10,0,"(299.9, 300.317]","(1313.261, 1350.826]","(56.4, 58.2]","(8.326, 18.174]"
3303,301.2,1390,49.9,74,0,"(301.152, 301.57]","(1388.391, 1425.957]","(49.2, 51.0]","(67.413, 77.261]"
1344,298.5,1809,28.9,20,0,"(298.23, 298.648]","(1801.609, 1839.174]","(27.6, 29.4]","(18.174, 28.022]"
1690,297.9,1435,42.9,18,0,"(297.813, 298.23]","(1425.957, 1463.522]","(42.0, 43.8]","(8.326, 18.174]"
7180,300.2,1628,30.3,27,0,"(299.9, 300.317]","(1613.783, 1651.348]","(29.4, 31.2]","(18.174, 28.022]"
6499,300.9,1671,26.8,199,0,"(300.735, 301.152]","(1651.348, 1688.913]","(25.8, 27.6]","(195.435, 205.283]"
3308,301.4,1433,43.4,86,0,"(301.152, 301.57]","(1425.957, 1463.522]","(42.0, 43.8]","(77.261, 87.109]"
1504,298.0,1506,47.0,208,0,"(297.813, 298.23]","(1501.087, 1538.652]","(45.6, 47.4]","(205.283, 215.13]"
1806,298.0,1593,32.2,118,0,"(297.813, 298.23]","(1576.217, 1613.783]","(31.2, 33.0]","(116.652, 126.5]"
8469,298.6,1280,64.1,71,0,"(298.23, 298.648]","(1275.696, 1313.261]","(63.6, 65.4]","(67.413, 77.261]"
5369,303.0,1507,37.9,163,0,"(302.822, 303.239]","(1501.087, 1538.652]","(36.6, 38.4]","(156.043, 165.891]"
3791,302.3,1528,43.1,30,0,"(301.987, 302.404]","(1501.087, 1538.652]","(42.0, 43.8]","(28.022, 37.87]"
9520,299.0,1375,48.9,59,0,"(298.648, 299.065]","(1350.826, 1388.391]","(47.4, 49.2]","(57.565, 67.413]"
7329,299.9,1576,34.3,188,0,"(299.9, 300.317]","(1538.652, 1576.217]","(33.0, 34.8]","(185.587, 195.435]"
5909,300.7,1364,65.3,208,1,"(300.317, 300.735]","(1350.826, 1388.391]","(63.6, 65.4]","(205.283, 215.13]"
6825,301.0,1828,25.1,166,0,"(300.735, 301.152]","(1801.609, 1839.174]","(24.0, 25.8]","(165.891, 175.739]"
7263,300.4,1429,46.9,19,0,"(300.317, 300.735]","(1425.957, 1463.522]","(45.6, 47.4]","(18.174, 28.022]"
1848,297.7,1429,44.1,26,0,"(297.396, 297.813]","(1425.957, 1463.522]","(43.8, 45.6]","(18.174, 28.022]"
4512,302.5,1411,49.5,110,0,"(302.404, 302.822]","(1388.391, 1425.957]","(49.2, 51.0]","(106.804, 116.652]"
2431,298.9,1411,51.3,43,0,"(298.648, 299.065]","(1388.391, 1425.957]","(51.0, 52.8]","(37.87, 47.717]"
4660,303.2,1439,43.9,30,0,"(302.822, 303.239]","(1425.957, 1463.522]","(43.8, 45.6]","(28.022, 37.87]"
8885,298.0,1438,42.9,101,0,"(297.813, 298.23]","(1425.957, 1463.522]","(42.0, 43.8]","(96.957, 106.804]"
5584,302.4,1578,29.9,44,0,"(301.987, 302.404]","(1576.217, 1613.783]","(29.4, 31.2]","(37.87, 47.717]"
142,298.6,1778,28.2,161,0,"(298.23, 298.648]","(1764.043, 1801.609]","(27.6, 29.4]","(156.043, 165.891]"
8760,297.4,1392,46.4,174,0,"(297.396, 297.813]","(1388.391, 1425.957]","(45.6, 47.4]","(165.891, 175.739]"
9211,298.0,1409,49.1,85,0,"(297.813, 298.23]","(1388.391, 1425.957]","(47.4, 49.2]","(77.261, 87.109]"
5264,303.4,1376,53.4,98,0,"(303.239, 303.657]","(1350.826, 1388.391]","(52.8, 54.6]","(96.957, 106.804]"
3409,301.2,1697,30.0,120,0,"(301.152, 301.57]","(1688.913, 1726.478]","(29.4, 31.2]","(116.652, 126.5]"
1117,296.5,1523,40.7,85,0,"(296.143, 296.561]","(1501.087, 1538.652]","(40.2, 42.0]","(77.261, 87.109]"
1756,298.1,1363,60.1,187,0,"(297.813, 298.23]","(1350.826, 1388.391]","(60.0, 61.8]","(185.587, 195.435]"
497,297.4,1505,39.2,209,0,"(297.396, 297.813]","(1501.087, 1538.652]","(38.4, 40.2]","(205.283, 215.13]"
8031,300.7,1550,32.4,5,0,"(300.317, 300.735]","(1538.652, 1576.217]","(31.2, 33.0]","(-1.522, 8.326]"
870,295.8,1325,56.2,65,0,"(295.726, 296.143]","(1313.261, 1350.826]","(54.6, 56.4]","(57.565, 67.413]"
3357,301.6,1414,51.7,197,0,"(301.57, 301.987]","(1388.391, 1425.957]","(51.0, 52.8]","(195.435, 205.283]"
912,295.6,1569,40.4,174,0,"(295.309, 295.726]","(1538.652, 1576.217]","(40.2, 42.0]","(165.891, 175.739]"
721,297.5,1696,30.9,133,0,"(297.396, 297.813]","(1688.913, 1726.478]","(29.4, 31.2]","(126.5, 136.348]"
2805,300.0,1460,43.5,102,0,"(299.9, 300.317]","(1425.957, 1463.522]","(42.0, 43.8]","(96.957, 106.804]"
9943,298.3,1766,26.0,96,0,"(298.23, 298.648]","(1764.043, 1801.609]","(25.8, 27.6]","(87.109, 96.957]"
886,295.7,1458,40.6,103,0,"(295.309, 295.726]","(1425.957, 1463.522]","(40.2, 42.0]","(96.957, 106.804]"
9592,299.2,1379,46.8,39,0,"(299.065, 299.483]","(1350.826, 1388.391]","(45.6, 47.4]","(37.87, 47.717]"
6587,301.6,1813,24.6,210,0,"(301.57, 301.987]","(1801.609, 1839.174]","(24.0, 25.8]","(205.283, 215.13]"
8100,300.3,1682,27.8,178,0,"(299.9, 300.317]","(1651.348, 1688.913]","(27.6, 29.4]","(175.739, 185.587]"
1520,298.3,1472,40.1,31,0,"(298.23, 298.648]","(1463.522, 1501.087]","(38.4, 40.2]","(28.022, 37.87]"
8689,297.1,1543,39.6,205,0,"(296.978, 297.396]","(1538.652, 1576.217]","(38.4, 40.2]","(195.435, 205.283]"
2746,299.7,1411,46.1,173,0,"(299.483, 299.9]","(1388.391, 1425.957]","(45.6, 47.4]","(165.891, 175.739]"
6700,301.6,1419,50.2,51,0,"(301.57, 301.987]","(1388.391, 1425.957]","(49.2, 51.0]","(47.717, 57.565]"
5775,301.6,1907,21.5,102,0,"(301.57, 301.987]","(1876.739, 1914.304]","(20.4, 22.2]","(96.957, 106.804]"
314,297.9,1300,53.0,172,0,"(297.813, 298.23]","(1275.696, 1313.261]","(52.8, 54.6]","(165.891, 175.739]"
1799,298.0,1427,45.1,95,0,"(297.813, 298.23]","(1425.957, 1463.522]","(43.8, 45.6]","(87.109, 96.957]"
327,297.7,1373,56.7,203,1,"(297.396, 297.813]","(1350.826, 1388.391]","(56.4, 58.2]","(195.435, 205.283]"
5642,302.5,1495,38.8,186,0,"(302.404, 302.822]","(1463.522, 1501.087]","(38.4, 40.2]","(185.587, 195.435]"
4204,302.3,1523,43.2,210,0,"(301.987, 302.404]","(1501.087, 1538.652]","(42.0, 43.8]","(205.283, 215.13]"
3129,300.1,1642,34.5,53,0,"(299.9, 300.317]","(1613.783, 1651.348]","(33.0, 34.8]","(47.717, 57.565]"
6860,301.1,1910,20.2,41,0,"(300.735, 301.152]","(1876.739, 1914.304]","(18.6, 20.4]","(37.87, 47.717]"
9905,298.7,1423,49.5,200,0,"(298.648, 299.065]","(1388.391, 1425.957]","(49.2, 51.0]","(195.435, 205.283]"
3968,302.3,1418,41.3,62,0,"(301.987, 302.404]","(1388.391, 1425.957]","(40.2, 42.0]","(57.565, 67.413]"
5743,302.2,1379,42.9,13,0,"(301.987, 302.404]","(1350.826, 1388.391]","(42.0, 43.8]","(8.326, 18.174]"
6226,301.3,1341,59.3,134,0,"(301.152, 301.57]","(1313.261, 1350.826]","(58.2, 60.0]","(126.5, 136.348]"
1973,297.9,1747,25.3,136,0,"(297.813, 298.23]","(1726.478, 1764.043]","(24.0, 25.8]","(126.5, 136.348]"
336,297.6,1995,20.5,10,0,"(297.396, 297.813]","(1989.435, 2027.0]","(20.4, 22.2]","(8.326, 18.174]"
2764,299.9,1389,52.8,0,0,"(299.9, 300.317]","(1388.391, 1425.957]","(52.8, 54.6]","(-1.522, 8.326]"
7660,300.5,1246,52.9,165,0,"(300.317, 300.735]","(1238.13, 1275.696]","(52.8, 54.6]","(156.043, 165.891]"
275,298.0,1401,54.7,65,0,"(297.813, 298.23]","(1388.391, 1425.957]","(54.6, 56.4]","(57.565, 67.413]"
2985,300.7,1596,31.5,123,0,"(300.317, 300.735]","(1576.217, 1613.783]","(31.2, 33.0]","(116.652, 126.5]"
5646,302.4,1644,37.2,195,0,"(301.987, 302.404]","(1613.783, 1651.348]","(36.6, 38.4]","(185.587, 195.435]"
5849,301.4,1434,47.6,52,0,"(301.152, 301.57]","(1425.957, 1463.522]","(47.4, 49.2]","(47.717, 57.565]"
3477,301.8,1547,41.7,72,0,"(301.57, 301.987]","(1538.652, 1576.217]","(40.2, 42.0]","(67.413, 77.261]"
7558,300.3,1386,48.1,119,0,"(299.9, 300.317]","(1350.826, 1388.391]","(47.4, 49.2]","(116.652, 126.5]"
3558,301.7,1743,26.2,71,0,"(301.57, 301.987]","(1726.478, 1764.043]","(25.8, 27.6]","(67.413, 77.261]"
2809,299.9,1598,34.6,111,0,"(299.9, 300.317]","(1576.217, 1613.783]","(33.0, 34.8]","(106.804, 116.652]"
9113,297.6,1744,28.5,42,0,"(297.396, 297.813]","(1726.478, 1764.043]","(27.6, 29.4]","(37.87, 47.717]"
4861,303.5,1946,21.1,112,0,"(303.239, 303.657]","(1914.304, 1951.87]","(20.4, 22.2]","(106.804, 116.652]"
6586,301.5,1453,44.0,208,0,"(301.152, 301.57]","(1425.957, 1463.522]","(43.8, 45.6]","(205.283, 215.13]"
3416,301.5,1435,44.6,135,0,"(301.152, 301.57]","(1425.957, 1463.522]","(43.8, 45.6]","(126.5, 136.348]"
307,297.8,1579,36.6,152,0,"(297.396, 297.813]","(1576.217, 1613.783]","(34.8, 36.6]","(146.196, 156.043]"
3908,302.3,1633,36.4,114,0,"(301.987, 302.404]","(1613.783, 1651.348]","(34.8, 36.6]","(106.804, 116.652]"
348,297.6,1617,31.7,39,0,"(297.396, 297.813]","(1613.783, 1651.348]","(31.2, 33.0]","(37.87, 47.717]"
826,296.5,1481,38.2,160,0,"(296.143, 296.561]","(1463.522, 1501.087]","(36.6, 38.4]","(156.043, 165.891]"
9501,299.3,1396,47.4,14,0,"(299.065, 299.483]","(1388.391, 1425.957]","(47.4, 49.2]","(8.326, 18.174]"
4482,302.7,1568,36.9,28,0,"(302.404, 302.822]","(1538.652, 1576.217]","(36.6, 38.4]","(18.174, 28.022]"
6576,301.5,1644,34.9,186,0,"(301.152, 301.57]","(1613.783, 1651.348]","(34.8, 36.6]","(185.587, 195.435]"
3682,302.1,1550,34.8,177,0,"(301.987, 302.404]","(1538.652, 1576.217]","(33.0, 34.8]","(175.739, 185.587]"
5876,301.5,1426,52.1,121,0,"(301.152, 301.57]","(1425.957, 1463.522]","(51.0, 52.8]","(116.652, 126.5]"
8387,298.8,1351,47.2,73,0,"(298.648, 299.065]","(1350.826, 1388.391]","(45.6, 47.4]","(67.413, 77.261]"
2053,299.5,1382,61.0,140,0,"(299.483, 299.9]","(1350.826, 1388.391]","(60.0, 61.8]","(136.348, 146.196]"
71,298.9,1452,45.5,196,0,"(298.648, 299.065]","(1425.957, 1463.522]","(43.8, 45.6]","(195.435, 205.283]"
